AREANM,AREACD,yr1,yr2,yr3,yr4,yr5,yr6,yr7,yr8,yr9,yr10,yr11,yr12,yr13,yr14,yr15
Wellingborough,E07000156,1017.0,1062.2,978.3,954.4,912.5,938.3,876.6,853.2,930.6,820.3,823.1,764.6,821.3,823.2,858.4
Craven,E07000163,989.5,865.3,931.1,843.9,846.3,842.6,883.1,799.1,807.5,793.5,731.6,773.7,769.5,707.9,722.2
Hambleton,E07000164,938.9,1008.9,918.9,893.1,789.4,846.2,817.5,838.0,787.7,667.1,709.8,706.7,780.8,657.9,705.8
Harrogate,E07000165,909.8,922.1,964.8,922.9,855.3,877.6,911.3,894.4,781.6,791.2,806.1,791.5,678.0,794.4,748.2
Richmondshire,E07000166,983.3,903.6,1004.5,890.6,1054.5,936.0,885.3,875.3,843.3,871.0,879.4,888.2,818.9,838.7,900.1
Ryedale,E07000167,818.0,922.3,957.4,933.2,814.6,794.5,925.5,839.7,757.7,837.7,845.1,851.0,893.5,645.5,753.6
Scarborough,E07000168,982.2,1018.4,1037.5,964.0,963.0,978.1,898.5,957.6,875.9,922.4,926.8,878.3,888.1,824.0,874.4
Selby,E07000169,1028.9,1035.1,1023.0,900.0,895.1,925.4,994.3,861.7,838.3,868.2,768.9,911.7,802.1,781.6,781.9
Ashfield,E07000170,1163.4,1213.9,1192.8,1129.9,1078.3,1023.1,1106.9,1059.2,1022.7,1035.2,942.3,965.7,918.5,936.4,1100.2
Bassetlaw,E07000171,1135.8,1106.8,1103.1,1145.0,1068.2,1043.4,1009.4,1077.3,1002.1,964.9,879.6,938.3,913.6,900.7,987.1
Broxtowe,E07000172,1088.1,980.9,1064.3,917.8,952.6,936.2,932.2,911.0,859.2,851.5,861.9,827.0,860.0,831.0,917.6
Gedling,E07000173,1004.3,1109.8,1065.1,966.5,945.7,890.4,981.1,938.6,911.9,836.4,811.2,939.9,786.2,837.0,893.3
Mansfield,E07000174,1160.9,1134.9,1119.2,1017.1,1096.6,1024.4,1003.0,1023.0,1022.7,955.9,927.0,944.9,1009.5,907.7,945.9
Newark and Sherwood,E07000175,1150.9,1107.3,1003.3,959.5,1007.0,989.6,1004.8,936.6,925.3,903.2,871.0,899.2,835.6,910.9,903.4
Rushcliffe,E07000176,1050.4,967.3,968.6,941.5,910.7,808.3,799.5,864.7,834.8,785.2,780.8,729.1,737.6,687.4,746.1
Cherwell,E07000177,1022.9,965.6,930.1,895.8,855.4,834.6,817.2,860.6,842.5,834.9,752.8,832.8,835.9,851.3,812.9
Oxford,E07000178,885.7,952.5,986.0,900.2,918.9,937.6,805.6,825.6,800.4,835.8,778.3,818.2,756.3,752.9,766.7
South Oxfordshire,E07000179,862.2,929.1,931.2,847.1,884.3,826.3,834.3,806.0,713.0,765.7,740.9,773.3,777.9,709.9,702.7
Vale of White Horse,E07000180,863.8,883.1,945.3,804.6,911.2,828.6,772.9,696.6,730.7,750.3,774.5,756.0,773.4,686.9,677.8
West Oxfordshire,E07000181,969.8,958.5,987.7,908.4,951.7,844.6,771.6,893.0,802.1,881.6,778.9,785.0,809.5,824.0,806.3
Mendip,E07000187,954.7,949.2,1045.0,902.7,964.9,841.0,847.2,843.6,801.6,802.2,757.5,749.8,768.3,732.4,838.1
Sedgemoor,E07000188,952.5,874.1,1014.2,870.5,912.5,885.2,836.4,879.3,837.7,869.6,746.9,778.0,784.5,742.1,762.7
South Somerset,E07000189,924.4,960.4,886.0,922.5,895.2,837.5,805.2,818.9,787.1,765.5,765.6,746.6,737.1,704.1,759.0
Taunton Deane,E07000190,858.4,934.3,888.0,893.6,896.3,795.1,933.6,893.9,895.3,860.1,780.9,809.7,876.7,749.3,830.1
West Somerset,E07000191,922.6,915.4,901.8,804.2,840.7,751.5,791.3,751.8,813.7,771.3,795.0,720.1,683.9,636.3,817.2
Cannock Chase,E07000192,1056.2,1077.9,1167.9,971.2,1124.6,1075.6,1126.7,1106.1,955.1,916.7,832.5,872.2,861.5,892.7,920.8
East Staffordshire,E07000193,1135.7,1065.4,1122.2,1030.1,1001.1,1044.3,1001.4,929.9,856.1,862.3,917.9,806.8,922.9,873.8,959.1
Lichfield,E07000194,1215.7,1128.1,1194.7,1128.4,1016.5,1039.0,989.5,1083.7,858.8,983.9,840.4,817.2,837.8,843.6,851.0
Newcastle-under-Lyme,E07000195,1052.3,1081.4,999.1,984.7,1037.1,913.5,1014.5,1006.7,928.0,943.6,886.9,907.6,903.0,849.1,928.2
South Staffordshire,E07000196,1081.1,1073.7,1164.8,1066.9,995.4,1038.7,1022.5,985.2,911.3,823.7,813.4,909.5,802.5,782.4,803.2
Stafford,E07000197,1070.8,937.0,962.7,947.3,989.9,896.5,985.3,901.0,844.7,825.1,801.9,798.6,837.4,831.1,842.5
Staffordshire Moorlands,E07000198,1102.1,1055.8,1052.4,1067.9,991.0,1012.4,951.5,999.6,918.2,865.4,802.7,859.7,894.6,866.1,914.2
Tamworth,E07000199,1187.6,1189.3,1096.0,1161.2,1141.5,1090.8,1040.2,1036.4,863.0,839.6,863.3,888.7,900.2,888.0,794.7
Babergh,E07000200,908.5,922.7,937.4,864.4,902.9,786.9,839.5,816.7,877.1,843.2,683.8,760.7,740.7,723.6,800.0
Forest Heath,E07000201,1013.1,1108.7,1066.8,898.0,948.1,758.1,841.3,890.6,908.3,779.5,793.4,738.2,828.4,825.9,848.7
Ipswich,E07000202,1050.0,946.2,1017.8,993.7,934.6,907.4,828.4,917.4,893.7,817.4,831.3,816.2,827.7,806.8,903.4
Mid Suffolk,E07000203,942.2,946.5,1006.4,891.6,861.9,782.6,788.0,896.4,749.2,714.8,729.3,708.9,834.9,671.6,712.4
St Edmundsbury,E07000204,975.2,975.1,999.7,885.6,964.6,858.8,772.1,802.3,793.2,793.6,688.6,804.6,733.2,679.8,771.1
Suffolk Coastal,E07000205,925.4,890.0,924.7,880.6,882.5,829.8,788.4,819.1,799.6,834.2,778.0,756.5,753.8,678.2,741.3
Waveney,E07000206,949.3,997.7,984.0,892.7,943.9,849.4,900.7,894.4,773.4,809.9,810.4,842.9,804.9,797.4,835.3
Elmbridge,E07000207,902.7,911.0,888.0,797.4,890.6,799.1,853.2,845.5,756.2,804.6,707.8,706.3,716.2,675.7,717.8
Epsom and Ewell,E07000208,793.3,798.1,793.8,770.1,738.0,877.3,752.3,737.3,651.2,688.4,721.6,704.8,696.5,683.2,696.2
Guildford,E07000209,832.3,722.9,870.1,796.9,810.2,810.9,722.3,764.2,736.4,749.0,677.2,699.3,794.7,691.8,743.9
Mole Valley,E07000210,928.9,825.2,820.5,916.4,874.0,769.9,825.0,802.4,784.6,765.9,680.2,695.7,743.4,727.6,741.8
Reigate and Banstead,E07000211,1071.1,1028.5,992.1,1053.9,982.6,955.3,864.4,963.4,825.7,831.7,808.8,770.9,763.9,831.2,877.4
Runnymede,E07000212,982.2,879.3,887.4,913.0,914.2,844.1,836.7,916.3,758.4,728.8,766.7,810.5,820.3,665.8,797.2
Spelthorne,E07000213,946.4,932.3,919.8,942.2,955.2,819.5,904.8,817.7,752.1,868.1,794.2,836.1,794.5,773.2,809.8
Surrey Heath,E07000214,975.0,1054.5,973.0,962.0,966.4,882.9,827.8,869.4,745.3,790.5,817.8,854.9,834.0,801.2,792.3
Tandridge,E07000215,998.3,962.3,984.0,806.9,913.1,859.5,858.7,895.3,798.6,814.2,780.9,846.3,854.0,786.1,765.0
Waverley,E07000216,945.7,915.5,901.8,858.6,874.5,864.7,725.0,729.4,746.8,759.7,674.4,677.0,711.8,677.4,711.8
Woking,E07000217,922.1,948.5,905.1,833.3,843.8,859.1,838.6,826.8,730.5,721.5,771.0,791.8,771.5,746.6,752.0
North Warwickshire,E07000218,1115.9,1024.2,1176.0,1152.0,1015.6,1130.7,992.1,1019.7,907.1,940.3,975.7,843.4,931.8,857.1,941.1
Nuneaton and Bedworth,E07000219,1127.5,1199.5,1142.2,1109.1,1111.1,1171.7,991.7,974.1,946.6,960.9,894.4,879.3,952.5,852.5,1017.6
Rugby,E07000220,1058.2,1099.8,1125.5,1007.2,1039.3,1005.9,876.5,918.1,811.6,827.9,809.6,792.9,751.9,779.5,789.7
Stratford-on-Avon,E07000221,1014.9,960.7,975.5,911.1,968.1,911.1,927.8,832.9,806.4,760.3,669.6,721.2,710.3,741.7,740.3
Warwick,E07000222,979.3,969.1,953.6,865.6,894.4,826.3,856.6,819.9,797.8,725.5,714.3,742.6,751.1,718.8,741.4
Adur,E07000223,920.4,882.3,972.8,935.3,980.9,948.6,992.6,962.7,821.2,847.2,840.2,866.2,788.8,784.6,866.0
Arun,E07000224,998.1,986.1,888.0,904.5,928.9,894.5,873.5,849.5,793.5,845.6,779.4,797.7,767.9,773.1,803.5
Chichester,E07000225,941.8,984.5,898.4,867.9,857.6,870.2,872.4,831.5,789.0,705.9,808.4,715.9,713.3,691.1,767.7
Crawley,E07000226,1078.9,961.7,1058.6,947.2,1023.0,926.9,730.4,913.1,876.0,821.8,760.2,857.0,835.7,719.5,730.1
Horsham,E07000227,868.0,946.7,851.5,837.5,810.9,804.4,837.3,823.6,790.1,737.7,709.7,782.9,727.6,688.6,799.9
Mid Sussex,E07000228,1023.8,1036.1,1011.4,902.8,964.1,867.9,842.3,890.5,844.8,837.0,780.2,740.4,757.4,704.3,771.3
Worthing,E07000229,985.7,998.6,1047.8,895.6,1050.8,969.9,900.1,963.6,846.4,905.0,816.5,813.7,808.5,856.3,860.2
Bromsgrove,E07000234,1102.6,1063.8,1112.5,1081.8,950.7,957.0,977.5,917.7,913.6,864.2,844.3,850.3,887.9,787.6,825.6
Malvern Hills,E07000235,977.4,1024.3,1022.9,952.2,982.9,878.6,854.8,850.5,878.5,882.3,802.7,852.8,852.9,787.5,858.2
Redditch,E07000236,1073.0,988.7,1045.3,974.6,1037.0,1006.6,941.4,930.8,826.4,884.1,889.9,857.4,830.0,782.8,759.2
Worcester,E07000237,1047.7,1012.8,1014.2,1060.9,949.0,925.7,950.8,927.7,858.9,826.7,773.5,881.2,809.6,806.5,764.8
Wychavon,E07000238,966.6,851.3,938.6,900.3,885.3,790.7,830.9,856.7,723.6,795.5,710.8,732.1,767.3,743.0,683.5
Wyre Forest,E07000239,1096.4,1012.5,1012.0,974.8,990.6,919.0,909.9,854.9,871.6,922.4,816.9,834.7,879.8,807.3,881.6
St Albans,E07000240,948.8,953.9,936.4,1048.7,845.8,863.7,830.9,864.4,810.2,732.0,696.7,695.6,719.6,714.9,793.2
Welwyn Hatfield,E07000241,931.8,940.2,954.6,866.6,801.2,937.0,869.6,930.2,783.2,826.0,814.1,768.5,746.7,791.6,748.2
East Hertfordshire,E07000242,982.9,948.9,906.2,991.6,894.2,825.9,857.7,871.5,763.5,836.3,701.3,843.0,681.1,689.8,694.9
Stevenage,E07000243,1038.3,1035.8,1181.9,874.5,914.6,989.4,976.2,864.8,870.0,856.7,827.6,955.6,886.1,904.9,985.4
Bolton,E08000001,1142.9,1150.5,1244.8,1202.0,1169.7,1059.5,1141.2,1050.2,1047.3,978.3,985.0,948.0,972.0,966.6,981.3
Bury,E08000002,1161.7,1165.3,1103.3,1117.1,1049.8,1082.7,1051.9,1072.0,1046.1,1051.9,967.7,1028.3,991.6,900.5,1047.1
Manchester,E08000003,1255.9,1281.6,1250.3,1209.0,1168.9,1190.7,1151.9,1256.8,1144.2,1150.6,1061.1,1106.3,1075.7,1102.7,1131.5
Oldham,E08000004,1162.8,1234.4,1251.5,1127.0,1142.5,1174.1,1188.2,1115.4,1079.8,981.5,987.7,996.6,960.9,1076.6,1063.2
Rochdale,E08000005,1248.7,1164.3,1224.5,1191.6,1176.6,1075.7,1091.1,1111.6,1003.7,1066.8,953.0,1009.3,1004.2,991.5,1030.4
Salford,E08000006,1268.6,1279.8,1330.0,1250.0,1152.1,1207.8,1121.8,1230.5,1113.3,1046.9,1040.9,1068.6,1077.9,998.5,1035.1
Stockport,E08000007,1033.8,1031.3,1017.8,931.3,981.5,883.1,875.8,940.4,870.9,859.2,810.4,856.9,892.2,827.3,838.4
Tameside,E08000008,1200.1,1224.5,1230.2,1137.1,1212.3,1165.5,1153.8,1197.3,1113.3,1039.8,1082.1,1093.7,1098.1,995.7,1074.0
Trafford,E08000009,1052.1,1036.8,1053.2,1006.6,979.1,976.5,865.9,919.7,830.4,814.9,833.5,763.6,846.3,779.2,792.6
Wigan,E08000010,1349.4,1226.4,1288.5,1190.3,1148.1,1142.2,1183.4,1122.8,1036.3,1063.1,1034.0,1037.0,1023.8,936.0,1015.2
Knowsley,E08000011,1265.5,1275.8,1395.5,1221.0,1186.6,1219.1,1201.1,1180.8,1044.6,1099.2,988.5,1072.5,1068.3,1051.7,1071.3
Liverpool,E08000012,1355.8,1337.8,1333.5,1286.2,1216.3,1203.7,1149.2,1232.6,1080.8,1107.1,1076.7,1047.6,1090.8,1007.1,1051.5
St. Helens,E08000013,1236.1,1167.8,1235.7,1109.0,1118.6,1006.5,1132.7,1094.9,1052.3,1028.8,963.9,953.9,990.5,960.4,1016.8
Sefton,E08000014,1124.6,1119.8,1098.3,1043.0,1057.1,921.4,1012.9,1007.1,914.0,872.8,822.8,885.3,906.3,869.2,876.3
Wirral,E08000015,1099.0,1085.9,1114.2,1034.8,1031.4,976.9,989.8,1033.6,980.3,987.7,890.8,938.4,910.8,902.8,976.1
Barnsley,E08000016,1177.0,1165.1,1182.3,1183.1,1170.1,1115.1,1126.9,1066.7,1084.8,1047.7,992.4,924.6,1009.9,945.8,981.3
Doncaster,E08000017,1144.0,1157.9,1101.4,1115.6,1106.4,997.9,1054.5,1016.3,944.8,955.8,897.5,974.6,964.8,927.6,957.1
Rotherham,E08000018,1112.3,1182.9,1168.0,1118.1,1117.8,987.5,1037.6,1067.5,995.5,960.2,939.6,949.5,983.8,960.8,982.1
Sheffield,E08000019,1060.6,1079.8,1077.0,1004.9,1060.8,928.7,1011.0,993.4,929.9,934.7,881.6,889.8,932.2,853.8,891.1
Newcastle upon Tyne,E08000021,1132.1,1208.6,1171.2,1071.0,1124.5,1095.9,1050.3,1082.6,1016.1,1022.1,943.7,963.4,923.1,929.5,1061.2
North Tyneside,E08000022,1146.3,1181.0,1135.9,1091.2,1001.8,1043.1,1036.5,1084.5,949.2,977.5,909.7,876.2,903.6,906.6,961.2
South Tyneside,E08000023,1064.0,1175.7,1178.8,1174.9,1115.5,1046.0,1064.7,1114.4,971.9,998.9,987.4,992.3,931.1,941.6,998.7
Sunderland,E08000024,1252.3,1243.0,1278.7,1181.0,1154.6,1137.0,1109.5,1137.1,1054.7,1110.5,994.6,1097.3,1076.6,1023.5,1033.2
Birmingham,E08000025,1082.6,1080.6,1117.9,1026.8,1029.2,990.5,981.3,974.4,905.0,916.9,888.8,903.6,899.0,876.7,912.9
Coventry,E08000026,1048.8,1083.8,1068.0,1020.8,1052.5,1008.7,985.1,999.4,924.7,913.2,889.1,890.9,866.9,900.8,919.4
Dudley,E08000027,1054.6,1111.0,1157.8,1030.4,1013.8,968.0,979.6,943.4,891.6,897.5,848.0,838.1,867.4,840.6,882.9
Sandwell,E08000028,1205.6,1175.8,1256.9,1131.7,1103.8,1129.9,1104.8,1094.6,988.0,990.5,923.9,937.6,980.1,933.1,996.2
Solihull,E08000029,952.4,944.5,993.7,881.5,838.8,806.7,783.5,841.2,759.6,778.7,704.9,759.8,731.1,755.8,750.7
Walsall,E08000030,1083.6,1043.5,1073.8,1018.4,965.0,1051.1,924.0,995.6,899.7,906.7,879.0,883.9,831.2,897.8,931.4
Wolverhampton,E08000031,1029.1,1056.3,1123.3,1051.0,1088.8,1059.8,1001.2,1021.1,963.3,1000.1,908.7,908.0,950.4,915.6,983.0
Bradford,E08000032,1146.2,1168.8,1101.2,1100.1,1104.9,1060.7,1090.1,1074.8,981.0,971.4,946.7,931.5,1012.2,942.7,950.4
Calderdale,E08000033,1094.2,1111.7,1067.0,989.1,1046.0,917.9,985.9,983.5,961.2,907.3,883.7,903.4,898.5,865.7,911.2
Kirklees,E08000034,1132.2,1151.8,1162.4,1072.4,1062.5,1023.1,1095.5,1043.5,946.8,962.4,912.8,939.9,878.0,914.2,912.0
Leeds,E08000035,1040.4,1032.9,1024.2,991.8,963.9,929.5,960.4,975.7,927.2,932.7,931.7,925.3,959.5,880.2,947.6
Wakefield,E08000036,1160.5,1136.1,1109.4,1088.9,1093.0,1027.6,1049.9,1084.0,945.4,1012.1,959.8,954.5,926.0,893.0,938.2
Gateshead,E08000037,1210.6,1158.0,1224.5,1152.3,1168.0,1046.4,995.4,1065.0,1028.8,995.1,984.5,1053.4,998.4,970.4,1018.9
City of London,E09000001,485.2,1113.7,800.7,596.3,673.0,413.5,723.0,676.6,642.0,630.7,463.2,584.1,370.2,343.2,513.2
Barking and Dagenham,E09000002,1120.9,1154.5,1245.3,1095.6,1112.1,1081.8,994.6,1066.0,1036.1,966.3,889.7,956.0,878.7,925.5,987.6
Barnet,E09000003,946.7,929.3,911.0,844.6,851.0,830.9,784.3,766.1,779.9,789.1,730.2,713.8,699.2,693.3,713.8
Bexley,E09000004,986.3,1012.9,1103.0,956.1,898.3,891.2,867.0,885.5,828.5,803.3,770.1,763.2,800.5,738.6,796.2
Brent,E09000005,932.8,920.6,917.5,845.8,833.2,774.5,745.8,796.6,766.5,787.0,688.6,769.2,719.6,678.4,715.8
Bromley,E09000006,950.9,911.5,962.0,867.4,831.5,806.0,838.1,823.3,776.0,764.9,755.3,765.2,686.1,743.5,687.9
Camden,E09000007,1056.4,995.4,977.0,994.7,869.1,905.1,876.2,771.0,720.9,709.7,693.9,644.2,642.7,592.8,635.0
Croydon,E09000008,1032.4,1064.1,1079.2,1002.3,967.9,976.9,840.7,947.9,878.8,871.1,833.2,818.2,797.5,802.6,850.6
Ealing,E09000009,1020.9,985.0,965.2,979.7,910.9,833.9,829.8,908.0,844.3,798.5,781.2,777.5,778.6,781.0,763.7
Enfield,E09000010,987.9,1021.9,1033.5,963.7,948.9,893.6,853.8,901.3,831.6,821.4,717.4,798.8,769.8,744.9,794.5
Greenwich,E09000011,1115.6,1038.3,1115.4,1059.3,1031.7,954.4,966.7,998.8,942.1,988.3,855.3,903.7,845.4,912.1,878.9
Hackney,E09000012,1003.3,994.3,960.8,978.9,917.8,954.8,912.3,945.4,919.9,899.7,878.8,842.0,813.8,846.0,871.7
Hammersmith and Fulham,E09000013,923.7,924.3,927.7,866.9,873.4,774.6,794.6,871.1,774.2,843.8,835.1,795.0,806.0,721.3,795.9
Haringey,E09000014,1100.8,1021.0,1094.0,988.7,826.4,864.2,860.2,762.6,748.2,849.9,760.9,760.2,703.1,718.0,757.6
Harrow,E09000015,832.6,810.0,886.2,839.2,832.5,766.7,754.2,742.2,717.9,687.8,646.6,684.0,652.4,628.7,656.9
Havering,E09000016,1019.3,1095.5,1084.8,949.0,1021.8,918.5,912.8,897.8,824.3,819.2,766.2,802.5,813.8,780.6,750.8
Hillingdon,E09000017,1004.2,995.5,1006.9,991.5,919.0,826.1,869.0,846.3,819.9,808.6,803.0,830.7,752.1,776.1,864.8
Hounslow,E09000018,1113.5,1147.6,1133.6,1098.1,995.9,1006.1,937.6,928.1,872.5,844.7,827.8,808.1,818.7,722.5,751.3
Islington,E09000019,1114.0,1078.2,1137.9,1123.7,1038.0,994.4,975.7,999.8,971.8,871.9,856.5,823.2,851.8,803.4,866.7
Kensington and Chelsea,E09000020,771.6,731.2,701.3,679.9,717.6,612.3,666.3,676.5,650.0,628.2,686.6,704.1,573.9,623.8,642.3
Kingston upon Thames,E09000021,1028.1,1064.6,1053.6,909.9,882.0,873.8,883.9,841.8,781.1,782.8,730.5,730.6,826.6,668.7,746.7
Lambeth,E09000022,1099.5,1046.8,1088.0,1087.3,1065.3,1025.6,942.6,1008.2,983.0,915.1,782.4,852.2,831.4,796.2,830.7
Lewisham,E09000023,1169.0,1155.4,1162.4,1113.1,1110.4,993.3,955.2,1046.9,882.7,901.2,923.1,811.0,828.2,830.4,851.5
Merton,E09000024,960.0,931.0,942.0,866.4,866.9,872.1,887.9,854.0,834.5,728.8,760.4,800.5,791.9,763.6,780.4
Newham,E09000025,1133.9,1137.2,1194.3,1158.6,1179.6,1085.9,1055.2,1008.1,974.1,910.6,865.0,857.5,926.7,793.4,946.1
Redbridge,E09000026,993.2,972.1,1057.3,951.0,938.9,906.5,874.4,897.1,828.3,808.4,772.2,768.6,798.9,690.6,808.0
Richmond upon Thames,E09000027,930.3,924.4,946.5,845.1,814.1,859.1,730.4,721.6,673.6,680.4,658.4,666.2,689.8,619.0,690.7
Southwark,E09000028,1038.4,1051.5,1040.7,996.0,973.4,885.1,928.9,924.5,846.2,910.3,845.6,773.5,765.6,838.9,786.1
Sutton,E09000029,1085.2,1057.1,1082.0,955.4,878.3,895.6,923.0,897.6,820.3,835.5,749.0,816.8,802.3,880.8,740.0
Tower Hamlets,E09000030,1179.7,1187.2,1205.0,1096.9,1053.5,1090.3,1100.6,1107.5,971.5,985.9,899.8,937.4,833.1,934.7,899.8
Waltham Forest,E09000031,1138.8,1141.0,1137.2,1012.4,1000.2,989.8,955.9,937.5,898.2,821.7,793.3,809.2,777.0,768.5,830.2
Wandsworth,E09000032,1101.0,1099.1,1063.9,1024.3,1015.3,961.6,969.7,1003.2,844.7,862.6,858.8,835.4,822.8,767.8,851.1
Westminster,E09000033,850.0,820.2,912.0,815.5,831.9,716.4,745.6,678.2,673.7,750.1,699.4,679.8,617.5,623.6,656.9
Isle of Anglesey,W06000001,1058.0,1049.3,1019.3,956.8,999.2,857.8,909.2,832.4,964.7,885.2,817.7,785.5,879.2,814.5,897.2
Gwynedd,W06000002,1013.0,1032.0,1024.9,1029.1,942.4,920.9,930.0,963.2,918.6,899.8,719.7,891.8,752.8,779.0,850.7
Conwy,W06000003,1044.3,1091.9,1007.3,925.2,959.4,914.8,938.9,954.3,860.5,885.8,839.0,831.4,851.0,819.2,866.0
Denbighshire,W06000004,1087.1,1026.2,1111.8,1001.3,1064.3,989.6,925.8,1057.8,1094.6,963.6,943.1,983.7,980.8,1024.0,989.1
Flintshire,W06000005,1083.9,1028.7,1072.7,1029.1,1091.6,972.9,976.6,975.5,899.0,904.3,848.4,915.7,937.3,829.6,921.6
Wrexham,W06000006,1197.6,1164.5,1115.3,1073.9,1063.8,1070.3,1051.4,1027.0,1001.7,972.7,907.5,876.5,966.7,968.5,1027.1
Ceredigion,W06000008,947.5,960.4,949.7,919.1,845.6,825.5,789.7,801.6,815.5,827.1,803.5,746.7,787.1,730.9,806.2
Pembrokeshire,W06000009,1051.6,1066.1,1078.6,964.2,1085.9,959.8,935.3,967.4,876.3,906.3,821.5,889.3,842.6,777.9,877.1
Carmarthenshire,W06000010,1139.3,1148.2,1179.0,1081.1,1029.0,1023.5,978.4,1028.3,987.2,923.6,889.4,938.2,899.3,909.1,982.3
Swansea,W06000011,1087.0,1086.0,1089.9,1024.2,1034.8,1018.4,1010.9,998.3,928.8,886.7,893.1,897.4,906.6,875.6,934.7
Neath Port Talbot,W06000012,1183.8,1071.2,1111.7,1123.8,1026.3,1068.2,1006.7,1030.3,1017.0,1032.8,982.5,981.8,995.4,966.7,975.5
Bridgend,W06000013,1159.6,1253.8,1241.8,1166.0,1093.1,1113.9,1068.2,1056.4,891.6,1054.3,1019.0,1027.6,987.2,932.0,1028.3
Vale of Glamorgan,W06000014,1075.1,1048.1,1047.7,1048.1,1001.3,988.9,939.7,860.3,885.2,855.7,768.5,823.9,861.8,773.0,823.4
Cardiff,W06000015,1064.0,1097.1,1141.0,1000.8,1009.3,945.0,949.5,966.7,922.8,927.8,849.9,850.7,882.0,861.9,896.0
Rhondda Cynon Taf,W06000016,1168.4,1203.2,1198.1,1163.5,1141.9,1021.7,1196.0,1188.6,1025.0,1033.9,1004.6,1012.8,1067.8,996.2,1057.2
Caerphilly,W06000018,1204.3,1146.1,1182.8,1175.6,1183.8,977.1,1102.5,1068.1,954.2,1046.5,966.6,984.4,1026.7,972.6,1030.8
Blaenau Gwent,W06000019,1245.2,1247.0,1338.5,1216.3,1241.9,1121.7,1284.7,1165.2,1091.0,1152.0,1075.2,1121.6,1078.4,1060.9,1033.0
Torfaen,W06000020,1142.1,1161.2,1002.7,1067.9,1045.3,964.2,1091.6,1005.2,961.9,951.5,872.9,995.2,980.6,883.2,888.6
Monmouthshire,W06000021,985.1,1083.5,926.6,928.8,771.7,823.2,841.8,837.1,793.7,832.3,747.8,768.1,741.0,781.5,793.4
Newport,W06000022,1092.2,1002.4,1057.4,1018.2,1066.5,995.2,1049.2,937.6,980.5,903.9,903.1,956.9,899.0,898.7,963.1
Powys,W06000023,1006.1,1019.8,1048.6,942.6,948.1,890.1,852.8,833.8,816.4,853.4,769.7,797.9,807.2,766.8,811.1
Merthyr Tydfil,W06000024,1255.7,1315.0,1286.9,1348.7,1198.0,1065.7,1200.6,1073.9,1039.0,1012.2,971.3,1099.6,1014.6,1029.9,1013.5
