AREANM,AREACD,yr1,yr2,yr3,yr4,yr5,yr6,yr7,yr8,yr9,yr10,yr11,yr12,yr13,yr14,yr15
North West Leicestershire,E07000134,1486.3,1422.8,1602.6,1381.7,1400.4,1485.3,1296.5,1382.3,1242.3,1178.4,1115.5,1206.8,1199.6,1128.8,1128.4
Oadby and Wigston,E07000135,1303.4,1186.0,1378.5,1436.7,1261.3,1273.6,1054.1,1200.5,1208.5,1204.4,1114.9,1050.4,1157.8,1089.6,1129.2
Boston,E07000136,1461.4,1545.5,1524.5,1443.4,1362.7,1465.0,1380.8,1361.5,1510.7,1140.3,1189.0,1249.5,1329.6,1200.0,1238.3
East Lindsey,E07000137,1493.7,1456.9,1398.3,1412.5,1270.5,1361.6,1277.9,1283.4,1319.1,1301.3,1243.3,1254.2,1165.5,1100.3,1223.4
Lincoln,E07000138,1661.2,1467.8,1577.1,1478.5,1456.4,1484.6,1333.1,1409.3,1358.6,1218.9,1442.3,1227.8,1379.8,1257.4,1435.1
North Kesteven,E07000139,1408.9,1401.4,1386.4,1394.7,1146.0,1359.7,1198.0,1325.6,1161.2,1063.4,1123.9,1047.7,1056.5,895.6,1010.8
South Holland,E07000140,1563.4,1503.7,1286.4,1374.8,1278.3,1327.9,1288.5,1355.7,1190.7,1127.3,1097.7,1101.9,1113.1,1175.3,1057.6
South Kesteven,E07000141,1397.6,1305.4,1381.5,1296.8,1296.2,1270.8,1276.7,1184.2,1118.9,1130.3,1146.8,1130.0,1066.2,1043.0,1059.2
West Lindsey,E07000142,1518.9,1374.5,1438.6,1406.7,1334.1,1263.4,1285.4,1196.3,1208.7,1091.8,1253.8,1121.4,1195.1,997.2,1105.5
Breckland,E07000143,1457.9,1458.1,1363.5,1255.9,1358.6,1218.9,1238.4,1299.3,1175.8,1168.5,1089.5,1079.3,1055.9,1044.9,1104.1
Broadland,E07000144,1276.6,1400.3,1252.5,1313.0,1319.1,1240.0,1204.4,1208.3,1190.2,1064.2,975.3,1088.7,1051.0,1013.6,1083.5
Great Yarmouth,E07000145,1433.8,1496.7,1505.1,1427.5,1473.0,1351.1,1342.2,1350.4,1168.3,1239.7,1294.6,1227.8,1305.7,1318.0,1155.6
King's Lynn and West Norfolk,E07000146,1438.6,1447.6,1326.3,1260.4,1315.0,1256.6,1167.9,1188.7,1110.5,1159.1,1076.6,1075.2,1099.9,1061.9,1084.1
North Norfolk,E07000147,1319.4,1337.7,1250.5,1215.2,1301.9,1230.7,1121.1,1211.6,1147.0,1030.7,1044.6,1127.4,1079.8,992.6,1034.8
Norwich,E07000148,1413.8,1438.1,1379.2,1238.4,1378.5,1331.0,1153.9,1269.4,1290.1,1156.9,1158.6,1096.5,1027.6,1012.2,1192.1
South Norfolk,E07000149,1242.0,1233.9,1197.9,1175.9,1171.5,1106.8,1095.8,1066.7,1097.9,1033.7,969.9,983.8,965.3,979.4,988.3
Corby,E07000150,1612.8,1543.4,1746.9,1472.8,1478.4,1610.0,1553.9,1463.8,1606.6,1418.3,1438.3,1264.6,1345.1,1390.4,1405.9
Daventry,E07000151,1536.9,1345.2,1560.9,1487.7,1290.6,1119.4,1344.1,1348.5,1143.9,1126.0,1212.7,1270.5,1050.3,1072.0,1050.6
East Northamptonshire,E07000152,1432.1,1454.9,1455.8,1403.9,1376.7,1219.3,1235.0,1289.3,1200.6,1160.9,1159.2,1108.3,1111.5,1116.4,1138.7
Kettering,E07000153,1415.3,1635.0,1571.9,1398.3,1430.7,1348.4,1268.2,1120.7,1323.9,1236.5,1225.4,1221.8,1107.2,1163.1,1107.0
Northampton,E07000154,1423.6,1604.5,1524.2,1395.7,1346.1,1451.0,1330.1,1369.7,1198.1,1407.3,1213.1,1292.9,1217.6,1171.1,1258.6
South Northamptonshire,E07000155,1269.1,1371.8,1345.8,1164.4,1232.7,1143.6,1144.0,1155.1,1066.0,1038.4,951.5,895.4,989.9,943.9,1053.8
Wellingborough,E07000156,1379.2,1594.8,1586.1,1343.2,1350.4,1423.6,1437.0,1378.4,1052.0,1114.4,1139.5,1003.1,1152.7,1084.3,1119.5
Craven,E07000163,1193.3,1203.3,1280.5,1175.9,1155.4,1225.3,1079.9,1223.6,1151.2,1124.3,1045.7,918.7,1029.1,1006.7,988.9
Hambleton,E07000164,1397.1,1307.7,1328.1,1237.8,1281.0,1152.2,1169.2,955.7,1030.6,1049.9,998.9,968.1,958.6,1021.6,1040.1
Harrogate,E07000165,1426.7,1328.3,1307.0,1327.8,1169.2,1227.7,1126.9,1200.4,1180.8,1105.4,1028.0,1096.6,1054.9,971.5,1080.2
Richmondshire,E07000166,1516.3,1561.7,1366.8,1431.7,1230.8,1131.3,1189.3,1377.9,1165.9,1168.3,1106.6,1026.1,1069.3,1030.9,1006.6
Ryedale,E07000167,1284.0,1271.9,1393.4,1276.8,1322.6,1171.8,1306.7,1109.9,1103.0,1117.8,979.8,1172.5,1106.1,976.5,1050.4
Scarborough,E07000168,1422.8,1376.4,1426.3,1526.6,1383.0,1373.1,1378.5,1237.7,1251.4,1216.9,1257.8,1168.1,1288.9,1196.6,1199.0
Selby,E07000169,1602.1,1540.2,1442.3,1349.6,1319.1,1353.6,1369.9,1247.7,1093.8,1050.5,1224.3,1212.5,1179.6,1093.5,1067.4
Ashfield,E07000170,1770.4,1826.7,1684.2,1715.2,1728.3,1640.3,1511.2,1494.1,1441.4,1559.8,1285.2,1380.4,1198.1,1355.4,1350.0
Bassetlaw,E07000171,1736.4,1655.1,1582.4,1377.4,1352.9,1428.7,1396.4,1367.2,1232.1,1291.0,1264.0,1184.0,1285.9,1217.7,1205.7
Broxtowe,E07000172,1502.5,1501.1,1521.5,1279.9,1353.8,1304.3,1298.5,1253.0,1179.4,1282.8,1066.6,1061.7,1020.9,1094.0,1061.5
Gedling,E07000173,1245.5,1368.3,1475.9,1232.4,1310.0,1420.3,1334.4,1312.3,1197.1,1160.4,1085.8,1117.8,1162.3,1143.3,1273.8
Mansfield,E07000174,1642.1,1654.7,1726.7,1459.3,1589.6,1543.0,1415.9,1386.5,1290.4,1271.4,1267.5,1282.0,1190.4,1244.4,1295.7
Newark and Sherwood,E07000175,1549.9,1571.3,1502.1,1309.0,1356.1,1404.5,1250.6,1400.5,1288.1,1319.3,1214.7,1216.7,1107.7,1101.5,1093.2
Rushcliffe,E07000176,1417.4,1351.2,1355.8,1252.7,1192.6,1130.7,1192.1,1117.8,1111.7,1141.8,960.1,1073.9,1018.3,946.2,1041.6
Cherwell,E07000177,1404.4,1375.5,1497.7,1363.5,1214.4,1192.7,1200.5,1289.1,1248.4,1163.8,1067.2,1063.2,1051.7,1196.8,1063.2
Oxford,E07000178,1359.7,1487.0,1329.3,1415.9,1261.7,1288.5,1257.7,1349.8,1201.4,1176.7,1248.3,1077.2,1113.3,1025.9,1003.8
South Oxfordshire,E07000179,1408.4,1342.0,1203.2,1280.9,1217.4,1224.5,1161.2,1102.6,1080.8,1033.1,1019.2,1059.2,907.8,972.9,988.8
Vale of White Horse,E07000180,1259.0,1334.4,1246.0,1161.0,1189.5,1225.3,991.7,1072.8,1015.8,952.2,1031.1,1029.8,1039.9,961.2,903.0
West Oxfordshire,E07000181,1341.8,1234.1,1344.6,1105.7,1216.1,1214.6,1100.6,1163.4,973.7,1120.6,1014.4,1051.3,1099.0,957.7,920.4
Mendip,E07000187,1348.8,1420.6,1415.9,1322.9,1292.1,1169.9,1140.0,1127.7,1050.7,1064.4,1024.0,1100.2,1085.7,1064.4,1137.5
Sedgemoor,E07000188,1491.4,1381.1,1448.8,1284.7,1287.0,1195.0,1219.8,1361.1,1196.6,1136.6,1064.9,1043.9,1053.2,1072.3,1065.3
South Somerset,E07000189,1313.7,1401.1,1352.0,1148.2,1210.0,1213.1,1107.2,1111.6,1156.4,1122.0,974.2,991.8,1038.0,967.0,1028.6
Taunton Deane,E07000190,1376.9,1415.6,1373.1,1269.3,1312.5,1241.0,1260.2,1339.4,1306.5,1189.0,1149.3,1056.4,1060.7,1087.2,1132.8
West Somerset,E07000191,1179.3,1182.7,1271.0,1169.8,1084.7,1134.7,1206.8,1068.5,1047.6,1204.0,1016.8,1142.2,1135.4,989.2,1042.3
Cannock Chase,E07000192,1624.4,1543.7,1666.6,1623.9,1698.2,1663.9,1358.8,1576.5,1272.4,1200.7,1170.7,1260.4,1120.8,1189.8,1311.6
East Staffordshire,E07000193,1779.4,1578.8,1590.3,1552.3,1436.2,1393.8,1379.7,1328.2,1320.6,1328.0,1121.6,1176.2,1282.7,1198.7,1225.3
Lichfield,E07000194,1442.6,1653.9,1573.7,1436.0,1323.4,1214.0,1327.0,1304.6,1183.8,1262.8,1089.7,1118.3,1250.0,1060.3,1076.9
Newcastle-under-Lyme,E07000195,1520.6,1540.4,1518.4,1392.1,1472.7,1355.7,1416.4,1293.5,1322.3,1128.0,1235.9,1219.9,1344.2,1102.3,1211.7
South Staffordshire,E07000196,1335.4,1524.1,1596.4,1392.5,1585.1,1391.3,1124.1,1282.3,1402.4,1210.9,1079.1,1188.9,1141.3,1042.4,1146.7
Stafford,E07000197,1458.8,1558.1,1397.1,1391.4,1392.1,1354.6,1183.0,1308.7,1162.6,1062.8,1094.5,1049.8,1073.3,1109.7,1036.9
Staffordshire Moorlands,E07000198,1518.5,1505.5,1609.7,1526.3,1380.9,1271.2,1251.6,1332.2,1184.6,1260.9,1060.7,1134.7,1203.9,1031.9,1158.4
Tamworth,E07000199,1884.2,1831.7,1595.1,1389.0,1272.8,1380.2,1354.0,1229.0,1243.5,1279.9,1140.3,1163.8,1223.3,1222.6,1093.1
Babergh,E07000200,1319.9,1313.4,1179.3,1304.8,1170.9,1215.9,1239.4,1194.2,1082.3,1030.4,1040.9,902.9,1047.0,931.0,980.5
Forest Heath,E07000201,1555.1,1468.0,1497.1,1347.9,1156.9,1161.9,1317.7,1211.8,1034.6,1147.3,993.6,1110.9,1133.7,1076.4,969.0
Ipswich,E07000202,1414.8,1593.8,1367.6,1403.5,1193.1,1270.2,1320.1,1215.0,1236.6,1238.3,1085.5,1105.0,1241.5,1123.2,1214.3
Mid Suffolk,E07000203,1365.6,1340.3,1388.9,1234.6,1106.6,1184.0,1179.5,1171.1,1064.9,1049.2,1014.5,924.9,1109.2,953.3,965.7
St Edmundsbury,E07000204,1384.8,1334.3,1336.5,1362.9,1277.7,1214.3,1095.9,1096.2,1044.9,1007.4,959.1,1053.1,983.4,932.0,917.9
Suffolk Coastal,E07000205,1304.3,1323.0,1299.0,1238.4,1206.4,1164.4,1074.2,1121.7,1027.8,1120.5,1038.7,915.2,1028.0,965.3,981.5
Waveney,E07000206,1458.7,1396.6,1397.0,1385.6,1225.9,1189.1,1254.8,1225.4,1152.9,1133.2,1122.0,1106.6,1039.7,1093.2,1159.6
Elmbridge,E07000207,1268.9,1220.7,1278.1,1190.6,1078.0,1025.7,1075.7,1033.3,930.4,943.5,985.9,1011.4,971.7,860.4,890.0
Epsom and Ewell,E07000208,1491.3,1306.8,1272.9,1130.6,1215.4,1120.8,1026.7,880.6,954.0,1004.2,897.6,941.3,926.8,971.1,988.1
Guildford,E07000209,1185.7,1194.6,1261.6,1208.2,1068.3,1052.0,1065.4,1038.7,957.8,959.7,963.2,954.5,949.7,894.2,965.3
Mole Valley,E07000210,1212.1,1430.6,1268.1,1154.2,1178.4,1112.3,1126.3,1011.8,1064.3,986.1,1001.6,978.9,862.5,963.3,947.8
Reigate and Banstead,E07000211,1501.7,1370.8,1369.3,1294.2,1369.8,1231.3,1253.9,1106.2,1114.6,1155.8,1022.1,960.9,1081.7,1068.4,1148.3
Runnymede,E07000212,1448.7,1383.4,1416.4,1248.6,1202.5,1284.8,1194.4,1042.6,1025.4,1042.9,1069.3,1008.3,1012.3,916.7,1043.3
Spelthorne,E07000213,1283.9,1376.3,1288.3,1178.7,1409.6,1246.3,1280.8,1071.5,1111.5,1086.6,1162.0,1054.3,1075.4,1037.6,1166.2
Surrey Heath,E07000214,1535.9,1516.0,1429.9,1234.2,1259.6,1071.4,1085.8,1203.1,1008.2,1142.6,1050.9,1018.9,997.4,972.2,1012.4
Tandridge,E07000215,1232.4,1275.0,1137.7,1204.9,1204.4,1048.0,1075.6,1041.0,1056.9,983.0,1070.7,1097.7,1045.3,985.0,958.0
Waverley,E07000216,1184.4,1272.3,1280.7,1160.4,1172.2,1036.3,1057.6,1072.8,1013.9,1036.6,893.2,892.1,874.3,930.5,1038.5
Woking,E07000217,1350.0,1411.0,1295.2,1279.9,1012.9,1203.1,1282.0,1124.3,1073.4,1131.7,1012.8,1020.2,920.5,958.5,930.6
North Warwickshire,E07000218,1773.5,1633.1,1607.9,1534.6,1510.4,1390.9,1421.6,1391.9,1300.6,1393.7,1248.3,1272.6,1241.3,1148.3,1250.7
Nuneaton and Bedworth,E07000219,1720.5,1478.5,1621.3,1672.4,1542.2,1601.6,1404.7,1367.4,1391.4,1314.0,1294.2,1292.6,1251.9,1230.3,1249.4
Rugby,E07000220,1473.0,1476.4,1546.0,1356.2,1418.7,1182.7,1117.5,1205.5,1276.9,1087.0,1016.5,1126.8,1047.8,1012.2,1123.6
Stratford-on-Avon,E07000221,1355.7,1413.0,1320.7,1385.0,1231.1,1232.9,1269.2,1139.5,1125.1,970.6,1085.4,1033.6,962.3,1008.3,1063.1
Warwick,E07000222,1376.3,1349.4,1312.8,1373.9,1268.2,1150.5,1088.9,1268.5,1183.2,1034.9,1060.4,1083.0,1058.7,961.1,992.4
Adur,E07000223,1261.6,1431.4,1424.2,1380.9,1301.6,1178.7,1395.8,1301.8,1185.8,1085.0,1038.4,1088.0,1116.1,1056.7,1144.5
Arun,E07000224,1392.0,1315.5,1342.6,1313.3,1298.1,1221.4,1244.4,1163.2,1212.4,1104.0,1128.0,1115.8,1075.6,1062.0,1108.0
Chichester,E07000225,1362.7,1315.0,1232.3,1290.4,1158.2,1136.2,1285.3,1202.1,1088.6,1080.4,998.5,984.0,1010.9,1011.7,1128.0
Crawley,E07000226,1139.2,1187.9,1226.6,1040.3,1068.6,1163.0,1106.1,1064.7,1038.3,1134.5,1153.8,1120.9,988.0,1031.7,1099.3
Horsham,E07000227,1332.6,1306.0,1309.2,1245.1,1038.4,1134.9,1128.7,1120.8,970.0,997.2,1004.9,1003.1,1035.3,970.7,941.0
Mid Sussex,E07000228,1337.0,1423.1,1388.9,1311.4,1145.1,1102.7,1176.4,1063.8,1131.9,1007.2,938.9,1019.8,1028.6,1005.6,978.1
Worthing,E07000229,1526.8,1443.3,1419.2,1545.3,1349.1,1260.3,1210.5,1391.7,1262.2,1248.2,1126.1,1231.2,1180.6,1114.0,1159.1
Bromsgrove,E07000234,1460.2,1484.9,1419.2,1334.5,1416.8,1157.7,1286.5,1339.5,1207.3,1109.4,964.6,1285.6,1173.9,1126.7,1273.6
Malvern Hills,E07000235,1377.2,1380.7,1446.2,1335.5,1283.4,1189.0,1216.4,1139.5,1181.1,1094.3,1086.9,1077.0,1150.9,1061.8,1019.7
Redditch,E07000236,1554.3,1253.3,1448.4,1443.8,1490.5,1377.0,1253.9,1358.7,1223.5,1226.5,1174.4,1197.6,1300.4,1080.9,1123.3
Worcester,E07000237,1607.1,1495.8,1488.4,1277.6,1275.0,1207.2,1399.7,1382.1,1187.6,1360.4,1202.2,1149.1,1136.8,1132.6,1243.0
Wychavon,E07000238,1370.1,1272.0,1287.1,1120.5,1356.0,1233.4,1114.8,1137.2,1047.0,1040.8,1007.6,1017.6,938.5,1061.5,972.3
Wyre Forest,E07000239,1575.3,1519.0,1468.2,1413.4,1272.7,1215.7,1234.9,1262.7,1211.9,1220.8,1157.8,1123.0,1269.7,1057.7,1076.1
St Albans,E07000240,1241.8,1386.8,1305.0,1285.0,1202.8,1256.2,1070.4,1109.0,985.9,1034.5,1020.2,928.0,887.1,869.6,1001.9
Welwyn Hatfield,E07000241,1342.5,1420.6,1240.9,1327.4,1197.1,1323.3,1204.5,1036.9,1232.9,1144.1,1069.0,1089.7,1058.9,1080.7,1083.9
East Hertfordshire,E07000242,1359.7,1398.8,1297.6,1211.0,1166.0,1170.2,1075.5,1144.2,1113.7,1128.8,1024.0,1025.8,1026.4,1011.5,1026.6
Stevenage,E07000243,1516.8,1380.2,1440.5,1489.1,1348.6,1262.6,1435.9,1383.0,1356.4,1198.9,1173.6,1196.9,1186.4,1331.1,1225.5
Bolton,E08000001,1607.6,1624.0,1704.6,1550.9,1651.6,1461.5,1630.8,1422.3,1366.0,1308.4,1293.0,1387.4,1290.4,1185.9,1313.1
Bury,E08000002,1621.8,1698.0,1695.4,1581.5,1414.3,1558.5,1454.7,1550.8,1318.7,1302.2,1276.2,1254.0,1253.6,1300.8,1280.3
Manchester,E08000003,1951.7,1813.7,1880.6,1763.4,1708.9,1742.2,1666.3,1632.5,1679.7,1614.0,1578.9,1504.7,1535.3,1587.1,1545.4
Oldham,E08000004,1660.9,1775.1,1767.7,1703.8,1655.2,1509.3,1528.0,1592.7,1478.8,1390.7,1357.1,1298.5,1265.3,1387.6,1352.7
Rochdale,E08000005,1654.0,1672.0,1744.3,1633.4,1626.6,1572.4,1544.4,1463.4,1438.2,1383.0,1361.7,1339.9,1285.3,1376.2,1296.3
Salford,E08000006,1841.5,1804.0,1895.0,1729.9,1673.3,1648.9,1629.6,1675.9,1618.7,1563.2,1384.3,1408.9,1357.7,1364.7,1367.4
Stockport,E08000007,1568.7,1630.1,1454.8,1397.3,1461.0,1339.6,1276.3,1248.7,1262.2,1115.0,1090.2,1101.2,1086.8,1048.9,1148.4
Tameside,E08000008,1801.5,1772.7,1732.8,1648.7,1604.5,1561.7,1553.9,1560.7,1489.7,1440.2,1414.6,1370.9,1410.5,1327.0,1441.5
Trafford,E08000009,1521.7,1331.3,1490.0,1289.8,1378.6,1257.7,1212.2,1169.3,1159.1,1211.6,1061.5,1136.9,1112.9,1064.3,1131.5
Wigan,E08000010,1820.5,1740.5,1729.6,1773.8,1593.3,1563.1,1638.9,1465.2,1464.8,1425.9,1293.1,1373.6,1357.7,1289.2,1336.2
Knowsley,E08000011,1845.6,1801.9,1813.1,1707.2,1693.4,1669.0,1550.0,1470.5,1444.9,1367.5,1380.2,1330.2,1413.4,1369.0,1391.6
Liverpool,E08000012,1921.2,1909.5,1871.8,1781.3,1676.8,1668.7,1700.5,1637.8,1505.6,1548.2,1392.0,1408.5,1440.6,1370.8,1424.1
St. Helens,E08000013,1793.3,1796.1,1709.4,1515.8,1657.5,1545.8,1609.9,1506.5,1463.6,1316.6,1266.0,1302.7,1318.3,1303.2,1355.3
Sefton,E08000014,1665.9,1625.4,1541.1,1432.2,1437.7,1411.4,1341.6,1370.2,1312.9,1352.5,1261.4,1244.2,1241.7,1194.8,1223.3
Wirral,E08000015,1652.3,1513.7,1514.9,1526.7,1448.7,1440.1,1549.4,1352.9,1355.3,1298.9,1216.7,1236.3,1319.5,1235.5,1255.6
Barnsley,E08000016,1736.5,1692.2,1712.2,1649.1,1626.8,1580.0,1592.5,1560.7,1380.6,1411.0,1317.5,1235.9,1299.1,1209.7,1317.2
Doncaster,E08000017,1540.3,1677.4,1643.5,1612.1,1534.2,1513.3,1441.0,1454.0,1381.2,1280.9,1325.6,1351.5,1314.4,1258.2,1257.0
Rotherham,E08000018,1635.5,1665.2,1614.5,1608.4,1525.5,1464.1,1461.0,1520.8,1414.3,1314.2,1332.9,1360.6,1243.9,1221.4,1286.6
Sheffield,E08000019,1607.5,1552.3,1510.7,1448.1,1450.7,1332.7,1334.9,1355.3,1271.8,1256.2,1218.1,1193.1,1194.3,1163.7,1172.3
Newcastle upon Tyne,E08000021,1668.2,1686.9,1623.7,1592.8,1523.0,1518.2,1522.8,1562.4,1418.4,1366.5,1329.6,1315.1,1139.5,1352.0,1291.4
North Tyneside,E08000022,1573.6,1698.8,1583.9,1604.5,1455.1,1472.3,1451.4,1474.4,1327.5,1348.0,1292.6,1259.0,1336.1,1342.0,1316.8
South Tyneside,E08000023,1715.8,1703.5,1741.4,1630.4,1687.6,1550.1,1497.7,1468.1,1376.0,1459.0,1469.3,1384.9,1377.9,1280.0,1354.4
Sunderland,E08000024,1915.0,1854.0,1748.5,1611.3,1597.8,1553.9,1603.7,1594.5,1444.8,1408.9,1366.2,1352.8,1409.5,1421.6,1467.8
Birmingham,E08000025,1690.7,1665.6,1628.4,1546.6,1523.0,1480.5,1430.1,1419.2,1304.3,1331.7,1241.5,1267.2,1289.4,1308.4,1281.5
Coventry,E08000026,1519.1,1514.7,1574.1,1512.1,1501.2,1443.1,1366.0,1414.3,1289.9,1262.2,1229.4,1172.6,1258.9,1151.1,1228.6
Dudley,E08000027,1629.7,1580.2,1597.7,1462.7,1480.0,1411.8,1434.0,1365.1,1252.0,1191.8,1213.7,1184.4,1129.6,1199.9,1209.9
Sandwell,E08000028,1796.6,1705.9,1779.4,1572.4,1611.5,1658.8,1616.1,1455.5,1502.8,1422.5,1378.8,1360.8,1411.5,1301.7,1325.7
Solihull,E08000029,1398.5,1416.6,1302.9,1201.6,1243.5,1305.9,1205.2,1138.6,992.0,1011.4,1052.8,1070.2,1101.6,1016.3,997.0
Walsall,E08000030,1550.3,1574.1,1519.8,1486.7,1398.3,1476.8,1432.4,1448.1,1380.7,1287.8,1219.3,1200.1,1235.2,1243.1,1353.0
Wolverhampton,E08000031,1593.9,1522.6,1588.1,1496.1,1481.4,1470.7,1436.4,1386.4,1306.0,1320.5,1273.0,1287.9,1285.0,1266.4,1359.6
Bradford,E08000032,1634.7,1657.1,1553.6,1560.2,1451.3,1456.9,1436.9,1446.4,1334.7,1339.3,1291.5,1289.8,1318.2,1274.5,1292.2
Calderdale,E08000033,1539.1,1630.4,1590.2,1569.1,1484.2,1473.5,1336.0,1352.7,1340.1,1374.3,1316.5,1298.4,1288.4,1209.5,1264.6
Kirklees,E08000034,1653.0,1674.6,1551.7,1499.6,1430.0,1406.7,1395.1,1423.8,1380.5,1246.0,1272.0,1218.3,1261.1,1194.3,1246.9
Leeds,E08000035,1502.9,1540.2,1480.7,1393.0,1387.6,1374.4,1361.6,1357.6,1274.1,1288.9,1268.8,1306.7,1277.4,1223.9,1297.5
Wakefield,E08000036,1689.0,1684.9,1615.8,1556.1,1468.2,1471.7,1445.2,1426.7,1357.9,1312.4,1281.2,1297.7,1292.7,1249.7,1309.4
Gateshead,E08000037,1773.3,1691.1,1693.7,1584.2,1484.0,1473.6,1388.2,1501.4,1430.4,1263.9,1357.0,1296.6,1284.4,1288.4,1306.8
City of London,E09000001,849.9,1018.6,1100.2,1198.6,725.4,808.4,1173.5,684.9,834.7,1210.0,697.5,619.8,423.8,461.3,563.4
Barking and Dagenham,E09000002,1707.5,1540.6,1814.4,1530.8,1575.5,1473.2,1383.7,1452.4,1434.3,1275.1,1339.1,1313.9,1272.5,1283.3,1344.5
Barnet,E09000003,1375.2,1315.4,1288.1,1233.0,1187.3,1099.4,1109.9,1129.7,1090.9,1060.5,953.0,941.2,977.2,897.2,935.9
Bexley,E09000004,1455.3,1406.1,1323.4,1260.4,1267.1,1239.6,1202.9,1217.7,1178.9,1072.3,1114.2,1110.7,1068.2,1084.1,1179.3
Brent,E09000005,1467.1,1422.7,1373.0,1305.4,1283.5,1077.7,1199.9,1178.1,1100.3,1087.1,1037.2,1098.8,1089.1,1031.7,1085.0
Bromley,E09000006,1395.8,1297.8,1299.4,1286.4,1222.9,1138.5,1195.6,1166.0,1131.0,1051.6,1013.2,993.2,1020.2,981.3,1009.7
Camden,E09000007,1583.0,1510.2,1454.8,1400.0,1506.5,1222.8,1244.1,1274.0,1140.8,1095.2,1008.5,979.6,977.0,889.1,910.0
Croydon,E09000008,1364.6,1362.1,1387.6,1324.8,1243.5,1261.8,1201.6,1161.0,1120.9,1205.8,1126.3,1175.7,988.2,1029.4,1089.9
Ealing,E09000009,1477.2,1389.3,1504.5,1334.9,1312.5,1226.8,1150.6,1138.7,1215.7,1177.8,1091.7,1102.6,1034.6,970.0,988.5
Enfield,E09000010,1435.4,1402.0,1475.7,1351.4,1231.5,1264.9,1169.2,1225.3,1168.4,1085.7,1092.8,1007.2,1083.9,1048.6,1127.9
Greenwich,E09000011,1632.8,1658.1,1723.0,1584.1,1735.1,1578.1,1536.9,1479.7,1424.3,1240.0,1301.9,1249.1,1224.7,1158.1,1165.4
Hackney,E09000012,1552.0,1465.0,1483.4,1494.0,1433.1,1614.1,1356.7,1264.8,1211.4,1282.1,1159.6,1245.6,1107.3,1093.9,1178.8
Hammersmith and Fulham,E09000013,1421.9,1410.2,1616.2,1252.1,1314.0,1127.9,1403.4,1388.8,1239.9,1045.1,1256.2,1122.2,1123.5,1124.0,1230.8
Haringey,E09000014,1651.8,1683.0,1683.5,1452.6,1432.1,1322.6,1469.1,1380.6,1196.2,1149.8,1080.9,1065.0,1020.3,1064.2,1086.8
Harrow,E09000015,1224.5,1265.9,1196.2,1175.6,1161.0,1148.1,1016.8,962.9,941.4,906.8,915.0,881.3,847.8,864.9,893.7
Havering,E09000016,1479.3,1558.5,1487.8,1393.1,1371.8,1305.3,1324.5,1267.0,1246.9,1215.1,1110.6,1178.9,1123.6,1033.1,1144.8
Hillingdon,E09000017,1454.9,1470.3,1387.8,1424.8,1289.8,1366.6,1201.1,1259.1,1157.2,1123.0,1060.2,1128.5,1041.3,1042.1,1022.1
Hounslow,E09000018,1559.5,1638.7,1541.5,1539.0,1463.2,1356.4,1295.9,1285.0,1193.2,1171.7,1129.9,1186.9,1159.8,1083.2,1101.2
Islington,E09000019,1804.8,1638.7,1519.5,1540.8,1449.9,1495.8,1501.9,1425.5,1392.5,1265.3,1298.4,1291.5,1224.4,1076.8,1181.1
Kensington and Chelsea,E09000020,1161.0,1093.8,1107.0,988.7,932.4,910.5,928.4,925.2,926.0,931.8,921.5,882.7,863.6,766.3,785.3
Kingston upon Thames,E09000021,1429.8,1289.9,1377.0,1174.7,1262.5,1184.9,1131.4,1114.3,1043.5,957.9,1036.8,978.4,1020.5,875.1,1019.7
Lambeth,E09000022,1635.6,1657.1,1573.6,1513.2,1403.5,1485.3,1326.8,1470.6,1311.2,1183.1,1265.6,1202.6,1209.4,1118.8,1245.0
Lewisham,E09000023,1779.7,1581.4,1593.8,1595.7,1524.7,1388.0,1443.6,1529.4,1357.7,1311.8,1231.9,1202.2,1172.2,1176.7,1202.0
Merton,E09000024,1466.2,1297.8,1427.0,1243.8,1175.7,1180.5,1142.1,1161.6,1054.4,1087.9,1053.4,1083.2,1111.4,1056.1,1082.8
Newham,E09000025,1795.6,1679.1,1515.9,1481.6,1513.6,1465.4,1361.4,1518.2,1341.8,1275.7,1170.1,1302.4,1160.6,1213.1,1130.0
Redbridge,E09000026,1438.2,1434.8,1432.8,1316.8,1378.4,1234.7,1175.5,1231.6,1144.9,1144.7,1085.0,1021.0,1057.9,1006.8,1116.0
Richmond upon Thames,E09000027,1328.1,1240.3,1264.8,1273.7,1101.0,1168.9,1082.5,1056.8,954.2,1019.2,961.2,978.1,941.9,824.0,995.4
Southwark,E09000028,1546.3,1561.3,1616.9,1429.0,1472.4,1313.5,1293.1,1403.7,1266.3,1315.2,1234.8,1176.2,1204.6,1126.3,1150.7
Sutton,E09000029,1537.5,1329.2,1398.9,1274.1,1288.3,1215.1,1229.9,1171.2,1172.2,1130.8,1112.2,1031.8,1050.4,1065.6,1048.9
Tower Hamlets,E09000030,1854.2,1759.1,1713.5,1483.0,1536.2,1606.5,1467.5,1490.4,1404.0,1341.7,1326.4,1361.2,1239.9,1207.0,1251.0
Waltham Forest,E09000031,1733.8,1695.1,1559.0,1627.0,1556.1,1542.6,1405.4,1272.2,1262.4,1198.2,1064.8,1181.7,1091.0,1139.6,1153.4
